filename,native_language,native_language_encoded,age,total_score,question_number,exam_score,answer,mistakes_tag,AG,AGA,AGD,AGN,AGQ,AGV,AS,CD,CE,CL,CN,CQ,DA,DD,DI,DJ,DN,DQ,DT,DV,DY,FA,FD,FJ,FN,FQ,FV,FY,IA,ID,IJ,IN,IQ,IV,IY,L,M,MA,MC,MD,MJ,MN,MP,MQ,MT,MV,MY,R,RA,RC,RD,RJ,RN,RP,RQ,RT,RV,RY,S,SA,SX,TV,U,UA,UC,UD,UJ,UN,UP,UQ,UT,UV,UY,W,X,unknown
0100_2000_6/doc49.xml,German,2,16-20,30.0,1,3.3,"Dear Mrs Ryan
Many thanks for your letter.
I would like to travel in July because I have got summer holidays from July to August and I work as a bank clerk in August. I think a tent would suit my personal life-style better than a log cabin because I love the nature.
I would like to play basketball during my holidays at Camp California because I love this game. I have been playing basketball for 8 years and today I am a member of an Austrian basketball-team. But I have never played golf in my life but with your help I would be able to learn how to play golf and I think this could be very interesting.
I also would like to know how much money I will get from you for those two weeks because I would like to spend some money for clothes.
I am looking forward to hearing from you soon.
Yours sincerely","['MP', 'MD', 'RP', 'UD', 'RP', 'RC', 'W', 'RA', 'RT']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0100_2000_6/doc49.xml,German,2,16-20,30.0,4,3.3,"Dear Kim
Last month I enjoyed helping at a pop concert and I think you want to hear some funny stories about the experience I made.
At first I had to clean the three private rooms of the stars. This was very boring but after I left the third room I met Brunner and Brunner. These two people are stars in our country... O.K. I am just kiding. I don't like the songs of Brunner and Brunner because this kind of music is very boring.
I also had to clean the washing rooms. I will never ever help anybody to organice a pop concert.
But after this serville work I met Eminem. I think you know his popular songs like ""My Name Is"". It was one of the greatest moments in my life. I had to bring him something to eat.
It was a hard but also a funny work. You should try to called some experience during such a concert you would not regret it.
I am looking forward to hearing from you soon.","['FN', 'RV', 'IV', 'W', 'RN', 'S', 'MY', 'S', 'RV', 'UD', 'UD', 'RJ', 'RV', 'FV', 'RT', 'RP']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
0100_2000_6/doc50.xml,Portuguese,4,21-25,34.0,1,4.2,"I am writing to thank for the letter with the result of the competition and also to ask some questions.
Firstly, I would like to inform that I prefer travelling in July to travelling in another month. The reason for it, is that, July is the only month in which, I am on holidays so I will not have to miss any classes. Next, I would prefer stay in tents rather than stay in log cabins because I appreciate having straight contact with nature. Therefore, I have chosen climbing and swimming as the two activities on which I am good at. I can say I am good at swimming, because in the club I used to be the first in all the competitions and climbing I used to climb trees, walls everything in my childhood without falling.
Since I am going to travel I would like to know how much money would be adviseable to take and what kind of clothe I should take.
I look forward an answer from you.
Yours Faithfully
Adriana","['MA', 'MA', 'R', 'RA', 'UP', 'UP', 'UP', 'FN', 'FV', 'MD', 'AGN', 'MD', 'AGN', 'RJ', 'UT', 'UD', 'M', 'MP', 'W', 'MA', 'DJ', 'DN', 'MT']",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0
0100_2000_6/doc50.xml,Portuguese,4,21-25,34.0,4,5.1,"I am just writing to tell you about my experience about helping at a pop concert.
Wonderful, Breathtaking, Fabulous, these are some adjectives to describe just a little bit how my experience was. Starting with good points, I could say that you can talk face to face with the pop stars. Moreover, you have the unique opportunity to take pictures with them, to have their names written, on your notebook by themselves. Despite of being tiring, it was rewarding because I noticed that all the singers are ordinary people who want to see their fans happy and satisfied and that is true I experienced that. Another thing is that they pay you for you job and it is a good money. Don't worry because you don't pay your ticket it is ""free"". From my point of view, there were not disadvantages.
Kim, summing up it was the most interesting experience that I have ever had. I'm looking forward to hearing from you.
Lots of Love
XXXXX
Adriana","['UT', 'TV', 'RP', 'TV', 'RV', 'MD', 'FN', 'MV', 'UP', 'RA', 'UT', 'MA', 'DD', 'RN', 'UD', 'MT', 'MP', 'X', 'MP']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,2,0,0,0,1,0
0100_2000_6/doc57.xml,French,1,21-25,28.0,1,3.2,"Dear Mrs Ryan
I am very happy to know that I have won the first prize in your competition. Now I can realize one of my dream.
I can give you all the information that you need. I prefer to travel in July because it is the only month I can have two weeks holiday.
For the accommodation I prefer to have a log cabin because I have some problems with my back and I need a bed to sleep in. I can do two activities during my stay at the camp. The first one I choose is swimming. I have a good level in swimming and I have done some competitions last year which I have won. For the second activity I choose photography. I have take a photography course the last two years so I am able to do some beautiful pictures.
One question, I just want to know what kind of clothes do I take with me? And how many money do I need?
I thank you in advance.
Yours sincerely,","['AGN', 'MP', 'TV', 'M', 'RV', 'TV', 'TV', 'TV', 'TV', 'MT', 'RV', 'CQ']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100_2000_6/doc57.xml,French,1,21-25,28.0,4,3.2,"Dear Kim,
You want to hear about my experience in helping at a pop concert. You can't imagine how funny it was! You could do so many things because you received a free-pass which allowed you to go where you wanted and it was what I had prefer about this experience.
I really enjoyed to serve the drinks to the pop-stars. You could speak to them and you could see that a lot were very cool and the other ones were. And you heard the concerts too.
After the concert I had to clean the area and it took a long time because people were like pigs. But I was chatting and laughing with other workers.
One more word! If you can have the chance to do it too, do it! It was a very positive experience. I didn't regret it and I want to do it again!
Write me soon.
Love,","['RT', 'RJ', 'UP', 'RA', 'RV', 'TV', 'FV', 'ID', 'RV', 'TV', 'UV', 'MT']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0100_2000_6/doc59.xml,Spanish,5,16-20,30.0,1,3.3,"Dear Helen Ryan,
I am writing to answer all the questions that you made me in your last letter.
First of all, I wanted to thank you for giving me the first prize in your competition. It is very important for me, because I always wanted to travel to the U.S.A.
I would be able to travel only in July because it is the only month when I don't have to go to school.
I would prefer to stay in a tent because as I had never slept in a tent, it would be a new experience for me.
The two activities that I choose are: basketball and climbing. I am a very good basketball player because I have been playing basketball since I was six years old. By the other side, I have never climbed a mountain but I always wanted to do it.
I wondered which kind of clothes I should take to the camp and I wanted to know how much money I should take.
I look forward to knowing the date of the camp.
Yours sincerely,","['RV', 'MV', 'MP', 'TV', 'ID', 'RQ', 'FN']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100_2000_6/doc59.xml,Spanish,5,16-20,30.0,4,4.1,"Dear Kim,
Thank you for your last letter. It was very interesting and I enjoyed reading it.
As you know, I enjoyed helping at a pop concert last month. It was a very good experience and I am going to tell you all about it.
First of all, I had to sell tickets for the concert in the street. As I sold all the tickets that the organisers gave me, I won a prize of ten pounds. Don't ask me how the concert was! Because during the concert I was working in the kitchen of the stadium bar, preparing sandwiches. I am angry because I couldn't watch the artists performing their songs.
When the concert was finished, some friends and I went for a drink.
It was a very important experience for me because I learnt all about the organisation of a pop concert.
Looking forward to hearing from you.
Yours,",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100_2000_6/doc61.xml,Spanish,5,26-30,18.0,1,2.1,"Dear Sir/ Madame,
Today a recived your letter, it is the most wonderful news I here in a long time. I am so please that I won this prize, that I can not explain how greateful I am. I wasen't expecting this prize because was to good to be true. My family.
Because this situation I be very busy on the first week of july, and I apreciate if you can give me the choice to start my ""Camp California"" from July 10th. About the Accomodation I would prefer to sleep on the tents, because I never been in one, and it is a lot more fun than log cabins.
Because I seen my father playing golf since I was a child I am very kind on this sport, and also I love photography because I got a great Camara.
I am really looking forward to see you soon.","['S', 'R', 'S', 'RP', 'TV', 'SX', 'DJ', 'UP', 'RP', 'S', 'S', 'MA', 'TV', 'SX', 'CE', 'MT', 'MV', 'RT', 'RP', 'MV', 'S', 'MA', 'TV', 'RN', 'RV', 'MN', 'RT', 'S', 'RT', 'RD', 'AGN', 'TV', 'TV', 'RJ', 'MV', 'S', 'FV']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,3,0,1,0,0,1,1,1,3,0,3,1,0,7,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0100_2000_6/doc61.xml,Spanish,5,26-30,18.0,3,2.1,"When I was a child I never like to go shopping because my Mum spend so much time on the shops that I remember going shopping with her, was a nigthmare. It is ameaising how people change during the years, for example now shopping for me is one of the most entertaining things, and every week I have to buy something. I enjoy so much fashion that my life change completely since I start to study clothes designer and I discover that fabrics, colors, are really enjoyable. But in this days shopping is not always enjoyable, because if you decide to buy a very expensive designer and you pay full price, on the end of the season it is half price, I find very anfair for people who pay a lot of money on their clothes. Anyway, shopping is allways a satisfation for rich people, because they can afforded and they don't main to spend full price on their clothes.","['TV', 'TV', 'RT', 'MC', 'UP', 'S', 'S', 'ID', 'RP', 'W', 'TV', 'TV', 'DN', 'TV', 'MC', 'ID', 'MN', 'MD', 'RT', 'RP', 'MA', 'S', 'RT', 'S', 'UD', 'DJ', 'S', 'FV', 'MA', 'SX', 'FV', 'RV', 'MD', 'RT']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,5,0,1,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0100_2000_6/doc64.xml,German,2,26-30,28.0,1,3.3,"Dear Ms Ryan
I am very astonished that I won this competition! It is great and I will say thank you for the two weeks at Camp California already. I have never been in California yet.
Now I will give you the further information: I have to travel in July because I had to make sure that I can have holiday this year and it is the only possebility! I am sure you can take attention on this.
I decided to have the accommodation at Camp California in a tent, because there you will have lots of fun. You can feel the fresh air and listen to animals, this will be a great oportunety!
I am pleased to choose two activities, because now I will be able to learn SINGING and SURFING! I am not well, but it will be a pleasure to try it espacially surfing, I would like to feel the air in my hair, and enjoy how quick the board goes over the sea.
Another question I have; the live there, is it as expensive as I think? And the weather are they only sunshiny days?
In the other hand it is not as important, the main reason is I really look forward to go at this Camp and one more time, thanks a lot!
Yours sincerely
L. Schwartz","['RY', 'RV', 'UY', 'RT', 'RY', 'R', 'TV', 'MD', 'R', 'RN', 'S', 'DV', 'R', 'MV', 'MD', 'RP', 'S', 'X', 'RJ', 'AGA', 'MP', 'S', 'RP', 'RN', 'RY', 'W', 'DN', 'MP', 'RP', 'RA', 'ID', 'FV', 'RT', 'RP', 'MP']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,3,1,0,0,1,2,4,0,2,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0100_2000_6/doc64.xml,German,2,26-30,28.0,3,3.2,"Shopping is not always enjoyable
We have recently had a discussion in our class about this statement, we have had a great argueing. Certainly it is great to buy new clothes and have a great variety at home, to wear, but mostly you will have allways.
When I decided to go for a shopping, first I will make sure that I have enough time. I am not a typical women because I hate shopping! I am lucky if I will find something which fits.
The main reason I hate, there are too many people who are always standing in my way (or maybe I ) and I begin to be angry, normally!
I mean, it is too crowdy, you have to wait such a long time before you can pay, and mostly all the things are too expensive! Even before you will find a color you like or the right size of the trousers, you were looking for it a long time, has gone!
Lastly, you can see, my opinion about shopping is not very good, then I think shopping is never enjoyable!","['RP', 'M', 'S', 'UP', 'X', 'S', 'TV', 'U', 'AGN', 'TV', 'M', 'UP', 'R', 'RV', 'RP', 'ID', 'DJ', 'RY', 'R', 'TV', 'UD', 'TV', 'R', 'R']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,1,1,2,0,0,4,1,0,0,1,0,0,2,0,0,0,0,0,1,0
0100_2000_6/doc82.xml,Spanish,5,16-20,26.0,1,3.2,"Dear Miss Helen Ryan,
I am writing to you because I am very glad for my first place in the competition, I am going to tell you the things that you ask me on your letter.
I would like to travel on July because is the perfect time to go to the camp and is summer.
Accommodation at camp I would like to choose cabins because I think I would be protected from the animals and the cold.
Furthermore for the activities I want to select Tennis and Basketball because I haves been playing tennis since I was young and basketball because I played for the team in my college like the capitan.
I want to ask you one more thing I do not have any idea about how much money and clothes I have to bring would you give me an advice to know how much I need to bring
I look forward to heard from you
Yours sincerely","['RT', 'RP', 'MT', 'MT', 'RT', 'RT', 'MA', 'MA', 'MT', 'MP', 'MP', 'IV', 'RT', 'S', 'MP', 'CN', 'MP', 'R', 'R', 'FV']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,0,3,0,0,2,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
